Doc&Category, Element ID, Porperty, Number Value,String Value 
8,984312,体积@1,31.5,
8,984312,柱样式@19,0,
8,984312,底部标高@19,,L7
8,984312,类型 ID@-1,,18 x 18
8,984312,创建的阶段@14,,New Construction
8,984312,柱定位标记@19,,D-6
8,984312,长度@1,14,
8,984312,族@-1,,18 x 18
8,984312,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984312,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984312,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984312,族与类型@-1,,18 x 18
8,984312,部件代码@0,,B10
8,984312,h@1,1.5,
8,984312,横断面形状@12,0,
8,984312,b@1,1.5,
8,984312,类型名称@0,,18 x 18
8,984314,顶部偏移@19,0,
8,984314,底部偏移@19,0,
8,984314,族@-1,,18 x 18
8,984314,体积@1,30,
8,984314,面积@1,43.25,
8,984314,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984314,顶部标高@19,,L8
8,984314,随轴网移动@19,1,
8,984314,类型 ID@-1,,18 x 18
8,984314,柱样式@19,0,
8,984314,启用分析模型@12,1,
8,984314,类型@-1,,18 x 18
8,984314,柱定位标记@19,,C-6
8,984314,标高@19,,L7
8,984314,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984314,族与类型@-1,,18 x 18
8,984314,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984314,长度@1,14,
8,984314,创建的阶段@14,,New Construction
8,984314,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984314,底部标高@19,,L7
8,984314,部件代码@0,,B10
8,984314,h@1,1.5,
8,984314,横断面形状@12,0,
8,984314,b@1,1.5,
8,984314,类型名称@0,,18 x 18
8,984316,顶部标高@19,,L8
8,984316,标高@19,,L7
8,984316,底部偏移@19,0,
8,984316,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984316,体积@1,30,
8,984316,柱定位标记@19,,B-6
8,984316,顶部偏移@19,0,
8,984316,族与类型@-1,,18 x 18
8,984316,柱样式@19,0,
8,984316,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984316,面积@1,43.25,
8,984316,启用分析模型@12,1,
8,984316,长度@1,14,
8,984316,类型 ID@-1,,18 x 18
8,984316,类型@-1,,18 x 18
8,984316,创建的阶段@14,,New Construction
8,984316,底部标高@19,,L7
8,984316,族@-1,,18 x 18
8,984316,随轴网移动@19,1,
8,984316,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984316,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984316,部件代码@0,,B10
8,984316,h@1,1.5,
8,984316,横断面形状@12,0,
8,984316,b@1,1.5,
8,984316,类型名称@0,,18 x 18
8,984318,长度@1,14,
8,984318,柱定位标记@19,,A-6
8,984318,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984318,标高@19,,L7
8,984318,族与类型@-1,,18 x 18
8,984318,类型@-1,,18 x 18
8,984318,底部偏移@19,0,
8,984318,顶部偏移@19,0,
8,984318,体积@1,31.5,
8,984318,面积@1,44.25,
8,984318,启用分析模型@12,1,
8,984318,随轴网移动@19,1,
8,984318,族@-1,,18 x 18
8,984318,底部标高@19,,L7
8,984318,创建的阶段@14,,New Construction
8,984318,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984318,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984318,顶部标高@19,,L8
8,984318,柱样式@19,0,
8,984318,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984318,类型 ID@-1,,18 x 18
8,984318,部件代码@0,,B10
8,984318,h@1,1.5,
8,984318,横断面形状@12,0,
8,984318,b@1,1.5,
8,984318,类型名称@0,,18 x 18
8,984320,底部标高@19,,L7
8,984320,标高@19,,L7
8,984320,长度@1,14,
8,984320,柱样式@19,0,
8,984320,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984320,体积@1,30.03,
8,984320,顶部标高@19,,L8
8,984320,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984320,类型 ID@-1,,18 x 18
8,984320,创建的阶段@14,,New Construction
8,984320,顶部偏移@19,0,
8,984320,面积@1,43.27,
8,984320,柱定位标记@19,,A-2
8,984320,族@-1,,18 x 18
8,984320,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984320,启用分析模型@12,1,
8,984320,族与类型@-1,,18 x 18
8,984320,底部偏移@19,0,
8,984320,类型@-1,,18 x 18
8,984320,随轴网移动@19,1,
8,984320,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984320,部件代码@0,,B10
8,984320,h@1,1.5,
8,984320,横断面形状@12,0,
8,984320,b@1,1.5,
8,984320,类型名称@0,,18 x 18
8,984322,随轴网移动@19,1,
8,984322,体积@1,30.03,
8,984322,底部标高@19,,L7
8,984322,族与类型@-1,,18 x 18
8,984322,标高@19,,L7
8,984322,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984322,顶部偏移@19,0,
8,984322,族@-1,,18 x 18
8,984322,创建的阶段@14,,New Construction
8,984322,类型@-1,,18 x 18
8,984322,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984322,底部偏移@19,0,
8,984322,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984322,柱定位标记@19,,A-3
8,984322,顶部标高@19,,L8
8,984322,长度@1,14,
8,984322,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984322,柱样式@19,0,
8,984322,类型 ID@-1,,18 x 18
8,984322,启用分析模型@12,1,
8,984322,面积@1,43.27,
8,984322,部件代码@0,,B10
8,984322,h@1,1.5,
8,984322,横断面形状@12,0,
8,984322,b@1,1.5,
8,984322,类型名称@0,,18 x 18
8,984324,长度@1,14,
8,984324,顶部标高@19,,L8
8,984324,类型@-1,,18 x 18
8,984324,柱定位标记@19,,A-4
8,984324,标高@19,,L7
8,984324,底部标高@19,,L7
8,984324,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984324,创建的阶段@14,,New Construction
8,984324,随轴网移动@19,1,
8,984324,顶部偏移@19,0,
8,984324,底部偏移@19,0,
8,984324,柱样式@19,0,
8,984324,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984324,启用分析模型@12,1,
8,984324,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984324,类型 ID@-1,,18 x 18
8,984324,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984324,面积@1,43.27,
8,984324,族与类型@-1,,18 x 18
8,984324,族@-1,,18 x 18
8,984324,体积@1,30.03,
8,984324,部件代码@0,,B10
8,984324,h@1,1.5,
8,984324,横断面形状@12,0,
8,984324,b@1,1.5,
8,984324,类型名称@0,,18 x 18
8,984326,族与类型@-1,,18 x 18
8,984326,结构材质@5,,Concrete - Cast-in-Place Concrete
8,984326,类型 ID@-1,,18 x 18
8,984326,类型@-1,,18 x 18
8,984326,体积@1,30.03,
8,984326,启用分析模型@12,1,
8,984326,底部偏移@19,0,
8,984326,钢筋保护层 - 顶面@12,,Rebar Cover 1
8,984326,顶部标高@19,,L8
8,984326,钢筋保护层 - 其他面@12,,Rebar Cover 1
8,984326,面积@1,43.27,
8,984326,底部标高@19,,L7
8,984326,柱样式@19,0,
8,984326,顶部偏移@19,0,
8,984326,柱定位标记@19,,A-5
8,984326,族@-1,,18 x 18
8,984326,长度@1,14,
8,984326,创建的阶段@14,,New Construction
8,984326,钢筋保护层 - 底面@12,,Rebar Cover 1
8,984326,标高@19,,L7
8,984326,随轴网移动@19,1,
8,984326,部件代码@0,,B10
8,984326,h@1,1.5,
8,984326,横断面形状@12,0,
8,984326,b@1,1.5,
8,984326,类型名称@0,,18 x 18
3,998805,类型 ID@-1,,FIXED CAMERA
3,998805,标高@19,,L8
3,998805,面积@1,0.48,
3,998805,立面@19,0,
3,998805,创建的阶段@14,,New Construction
3,998805,族@-1,,FIXED CAMERA
3,998805,Y@1,0,
3,998805,Mounting Height@1,10,
3,998805,体积@1,0.07,
3,998805,DP_Camera Number@0,,812A
3,998805,类型@-1,,FIXED CAMERA
3,998805,主体 ID@-1,,I - 6"
3,998805,标记@0,,44
3,998805,族与类型@-1,,FIXED CAMERA
3,998805,X@1,0,
3,998805,FIXED CAMERA@-1,1,
3,998805,Width@1,0.23,
3,998805,类型名称@0,,FIXED CAMERA
3,998805,Bevel@1,0.02,
3,998805,Height@1,0.38,
3,998805,Camera@5,,00_C-White
3,999572,标高@19,,L8
3,999572,类型@-1,,FIXED CAMERA
3,999572,类型 ID@-1,,FIXED CAMERA
3,999572,族与类型@-1,,FIXED CAMERA
3,999572,标记@0,,45
3,999572,Y@1,0,
3,999572,面积@1,0.48,
3,999572,立面@19,0,
3,999572,创建的阶段@14,,New Construction
3,999572,族@-1,,FIXED CAMERA
3,999572,主体 ID@-1,,I - 6"
3,999572,体积@1,0.07,
3,999572,DP_Camera Number@0,,812C
3,999572,X@1,0,
3,999572,Mounting Height@1,10,
3,999572,FIXED CAMERA@-1,1,
3,999572,Width@1,0.23,
3,999572,类型名称@0,,FIXED CAMERA
3,999572,Bevel@1,0.02,
3,999572,Height@1,0.38,
3,999572,Camera@5,,00_C-White
3,999645,标高@19,,L8
3,999645,族@-1,,FIXED CAMERA
3,999645,DP_Camera Number@0,,818
3,999645,面积@1,0.48,
3,999645,Y@1,0,
3,999645,族与类型@-1,,FIXED CAMERA
3,999645,立面@19,0,
3,999645,类型@-1,,FIXED CAMERA
3,999645,标记@0,,46
3,999645,体积@1,0.07,
3,999645,X@1,0,
3,999645,Mounting Height@1,10,
3,999645,创建的阶段@14,,New Construction
3,999645,主体 ID@-1,,I - 4"
3,999645,类型 ID@-1,,FIXED CAMERA
3,999645,FIXED CAMERA@-1,1,
3,999645,Width@1,0.23,
3,999645,类型名称@0,,FIXED CAMERA
3,999645,Bevel@1,0.02,
3,999645,Height@1,0.38,
3,999645,Camera@5,,00_C-White
3,999813,立面@19,0,
3,999813,面积@1,0.48,
3,999813,类型@-1,,FIXED CAMERA
3,999813,主体 ID@-1,,I - 6"
3,999813,Mounting Height@1,10,
3,999813,类型 ID@-1,,FIXED CAMERA
3,999813,标高@19,,L8
3,999813,标记@0,,47
3,999813,族@-1,,FIXED CAMERA
3,999813,X@1,0,
3,999813,族与类型@-1,,FIXED CAMERA
3,999813,Y@1,0,
3,999813,DP_Camera Number@0,,812E
3,999813,体积@1,0.07,
3,999813,创建的阶段@14,,New Construction
3,999813,FIXED CAMERA@-1,1,
3,999813,Width@1,0.23,
3,999813,类型名称@0,,FIXED CAMERA
3,999813,Bevel@1,0.02,
3,999813,Height@1,0.38,
3,999813,Camera@5,,00_C-White
3,999949,立面@19,0,
3,999949,DP_Camera Number@0,,808
3,999949,类型 ID@-1,,FIXED CAMERA
3,999949,体积@1,0.07,
3,999949,X@1,0,
3,999949,标高@19,,L8
3,999949,Y@1,0,
3,999949,类型@-1,,FIXED CAMERA
3,999949,族与类型@-1,,FIXED CAMERA
3,999949,Mounting Height@1,10,
3,999949,族@-1,,FIXED CAMERA
3,999949,标记@0,,48
3,999949,面积@1,0.48,
3,999949,主体 ID@-1,,Exterior - White Brick
3,999949,创建的阶段@14,,New Construction
3,999949,FIXED CAMERA@-1,1,
3,999949,Width@1,0.23,
3,999949,类型名称@0,,FIXED CAMERA
3,999949,Bevel@1,0.02,
3,999949,Height@1,0.38,
3,999949,Camera@5,,00_C-White
3,1000233,族与类型@-1,,FIXED CAMERA
3,1000233,Y@1,0,
3,1000233,类型 ID@-1,,FIXED CAMERA
3,1000233,DP_Camera Number@0,,819C
3,1000233,立面@19,0,
3,1000233,Mounting Height@1,10,
3,1000233,族@-1,,FIXED CAMERA
3,1000233,标记@0,,49
3,1000233,X@1,0,
3,1000233,标高@19,,L8
3,1000233,类型@-1,,FIXED CAMERA
3,1000233,体积@1,0.07,
3,1000233,创建的阶段@14,,New Construction
3,1000233,主体 ID@-1,,I - 4"
3,1000233,面积@1,0.48,
3,1000233,FIXED CAMERA@-1,1,
3,1000233,Width@1,0.23,
3,1000233,类型名称@0,,FIXED CAMERA
3,1000233,Bevel@1,0.02,
3,1000233,Height@1,0.38,
3,1000233,Camera@5,,00_C-White
3,1001030,类型@-1,,FIXED CAMERA
3,1001030,创建的阶段@14,,New Construction
3,1001030,标高@19,,L8
3,1001030,体积@1,0.07,
3,1001030,面积@1,0.48,
3,1001030,标记@0,,50
3,1001030,主体 ID@-1,,Exterior - White Brick
3,1001030,族@-1,,FIXED CAMERA
3,1001030,类型 ID@-1,,FIXED CAMERA
3,1001030,Mounting Height@1,10,
3,1001030,DP_Camera Number@0,,810A
3,1001030,立面@19,0,
3,1001030,X@1,1.08,
3,1001030,Y@1,1.01,
3,1001030,族与类型@-1,,FIXED CAMERA
3,1001030,FIXED CAMERA@-1,1,
3,1001030,Width@1,0.23,
3,1001030,类型名称@0,,FIXED CAMERA
3,1001030,Bevel@1,0.02,
3,1001030,Height@1,0.38,
3,1001030,Camera@5,,00_C-White
3,1001233,主体 ID@-1,,I - 4"
3,1001233,标记@0,,51
3,1001233,类型@-1,,FIXED CAMERA
3,1001233,面积@1,0.48,
3,1001233,Mounting Height@1,10,
3,1001233,Y@1,0,
3,1001233,立面@19,0,
3,1001233,标高@19,,L8
3,1001233,创建的阶段@14,,New Construction
3,1001233,类型 ID@-1,,FIXED CAMERA
3,1001233,X@1,0,
3,1001233,族与类型@-1,,FIXED CAMERA
3,1001233,DP_Camera Number@0,,866
3,1001233,体积@1,0.07,
3,1001233,族@-1,,FIXED CAMERA
3,1001233,FIXED CAMERA@-1,1,
3,1001233,Width@1,0.23,
3,1001233,类型名称@0,,FIXED CAMERA
3,1001233,Bevel@1,0.02,
3,1001233,Height@1,0.38,
3,1001233,Camera@5,,00_C-White
3,1001325,创建的阶段@14,,New Construction
3,1001325,主体 ID@-1,,I - 4"
3,1001325,族与类型@-1,,FIXED CAMERA
3,1001325,体积@1,0.07,
3,1001325,DP_Camera Number@0,,820A
3,1001325,类型@-1,,FIXED CAMERA
3,1001325,标记@0,,52
3,1001325,立面@19,0,
3,1001325,X@1,0,
3,1001325,Y@1,0,
3,1001325,类型 ID@-1,,FIXED CAMERA
3,1001325,标高@19,,L8
3,1001325,Mounting Height@1,10,
3,1001325,面积@1,0.48,
3,1001325,族@-1,,FIXED CAMERA
3,1001325,FIXED CAMERA@-1,1,
3,1001325,Width@1,0.23,
3,1001325,类型名称@0,,FIXED CAMERA
3,1001325,Bevel@1,0.02,
3,1001325,Height@1,0.38,
3,1001325,Camera@5,,00_C-White
2,1001388,族与类型@-1,,30" x 84" (2)
2,1001388,类型@-1,,30" x 84" (2)
2,1001388,主体 ID@-1,,I - 4"
2,1001388,类型 ID@-1,,30" x 84" (2)
2,1001388,族@-1,,30" x 84" (2)
2,1001388,标高@19,,L8
2,1001388,底高度@19,0,
2,1001388,标记@0,,201DDD
2,1001388,体积@1,6.18,
2,1001388,Existing@0,1,
2,1001388,创建的阶段@14,,New Construction
2,1001388,面积@1,47.49,
2,1001388,顶高度@-1,7,
2,1001388,Frame Projection Int.@-1,0.08,
2,1001388,功能@3,0,
2,1001388,OmniClass 标题@0,,Doors
2,1001388,OmniClass 编号@0,,23.30.10.00
2,1001388,墙闭合@3,0,
2,1001388,Frame Width@-1,0.17,
2,1001388,宽度@1,6,
2,1001388,分析构造@92,,<无>
2,1001388,类型标记@0,,11
2,1001388,Swing@4,1,
2,1001388,类型名称@0,,36" x 84" (2)
2,1001388,Frame Projection Ext.@-1,0.08,
2,1001388,Panel Width@1,3,
2,1001388,高度@1,7,
2,1001388,厚度@1,0.15,
1,1007939,面积@1,41.44,
1,1007939,创建的阶段@14,,New Construction
1,1007939,宽度@1,4.6,
1,1007939,类型@-1,,GLAZING
1,1007939,主体 ID@-1,,Exterior - Transparent
1,1007939,体积@1,3.45,
1,1007939,标高@19,,L8
1,1007939,族与类型@-1,,GLAZING
1,1007939,高度@1,9,
1,1007939,类型 ID@-1,,GLAZING
1,1007939,族@-1,,GLAZING
1,1007939,厚度@1,0.08,
1,1007939,材质@5,,08_GLE-1 Vision Glass
1,1007939,分析构造@92,,<无>
1,1007939,偏移@19,-0.04,
1,1007939,类型名称@0,,GLAZING
1,1008126,标高@19,,L8
1,1008126,类型@-1,,GLAZING
1,1008126,创建的阶段@14,,New Construction
1,1008126,主体 ID@-1,,Exterior - Transparent
1,1008126,面积@1,40.5,
1,1008126,宽度@1,4.5,
1,1008126,高度@1,9,
1,1008126,族@-1,,GLAZING
1,1008126,类型 ID@-1,,GLAZING
1,1008126,体积@1,3.38,
1,1008126,族与类型@-1,,GLAZING
1,1008126,厚度@1,0.08,
1,1008126,材质@5,,08_GLE-1 Vision Glass
1,1008126,分析构造@92,,<无>
1,1008126,偏移@19,-0.04,
1,1008126,类型名称@0,,GLAZING
1,1008128,标高@19,,L8
1,1008128,面积@1,40.5,
1,1008128,创建的阶段@14,,New Construction
1,1008128,主体 ID@-1,,Exterior - Transparent
1,1008128,高度@1,9,
1,1008128,族@-1,,GLAZING
1,1008128,族与类型@-1,,GLAZING
1,1008128,宽度@1,4.5,
1,1008128,类型 ID@-1,,GLAZING
1,1008128,类型@-1,,GLAZING
1,1008128,体积@1,3.38,
1,1008128,厚度@1,0.08,
1,1008128,材质@5,,08_GLE-1 Vision Glass
1,1008128,分析构造@92,,<无>
1,1008128,偏移@19,-0.04,
1,1008128,类型名称@0,,GLAZING
1,1008130,主体 ID@-1,,Exterior - Transparent
1,1008130,族与类型@-1,,GLAZING
1,1008130,面积@1,41.44,
1,1008130,宽度@1,4.6,
1,1008130,类型 ID@-1,,GLAZING
1,1008130,标高@19,,L8
1,1008130,高度@1,9,
1,1008130,类型@-1,,GLAZING
1,1008130,体积@1,3.45,
1,1008130,族@-1,,GLAZING
1,1008130,创建的阶段@14,,New Construction
1,1008130,厚度@1,0.08,
1,1008130,材质@5,,08_GLE-1 Vision Glass
1,1008130,分析构造@92,,<无>
1,1008130,偏移@19,-0.04,
1,1008130,类型名称@0,,GLAZING
0,1008132,主体 ID@-1,,Exterior - Transparent
0,1008132,族@-1,,2.5" x 5"
0,1008132,族与类型@-1,,2.5" x 5"
0,1008132,标高@19,,L8
0,1008132,体积@1,0.37,
0,1008132,长度@1,4.29,
0,1008132,类型@-1,,2.5" x 5"
0,1008132,创建的阶段@14,,New Construction
0,1008132,类型 ID@-1,,2.5" x 5"
0,1008132,面积@1,2.77,
0,1008132,角度@19,0,
0,1008132,类型名称@0,,2.5" x 5"
0,1008132,厚度@3,0.42,
0,1008132,角竖梃@3,0,
0,1008132,边 2 上的宽度@1,0.1,
0,1008132,边 1 上的宽度@1,0.1,
0,1008132,偏移@19,-0.29,
0,1008133,类型 ID@-1,,2.5" x 5"
0,1008133,创建的阶段@14,,New Construction
0,1008133,长度@1,9,
0,1008133,族与类型@-1,,2.5" x 5"
0,1008133,体积@1,0.78,
0,1008133,标高@19,,L8
0,1008133,族@-1,,2.5" x 5"
0,1008133,面积@1,5.71,
0,1008133,主体 ID@-1,,Exterior - Transparent
0,1008133,类型@-1,,2.5" x 5"
0,1008133,角度@19,0,
0,1008133,类型名称@0,,2.5" x 5"
0,1008133,厚度@3,0.42,
0,1008133,角竖梃@3,0,
0,1008133,边 2 上的宽度@1,0.1,
0,1008133,边 1 上的宽度@1,0.1,
0,1008133,偏移@19,-0.29,
0,1008134,类型@-1,,2.5" x 5"
0,1008134,创建的阶段@14,,New Construction
0,1008134,长度@1,9,
0,1008134,主体 ID@-1,,Exterior - Transparent
0,1008134,族与类型@-1,,2.5" x 5"
0,1008134,类型 ID@-1,,2.5" x 5"
0,1008134,面积@1,5.71,
0,1008134,族@-1,,2.5" x 5"
0,1008134,标高@19,,L8
0,1008134,体积@1,0.78,
0,1008134,角度@19,0,
0,1008134,类型名称@0,,2.5" x 5"
0,1008134,厚度@3,0.42,
0,1008134,角竖梃@3,0,
0,1008134,边 2 上的宽度@1,0.1,
0,1008134,边 1 上的宽度@1,0.1,
0,1008134,偏移@19,-0.29,
0,1008143,体积@1,0.37,
0,1008143,面积@1,2.77,
0,1008143,长度@1,4.29,
0,1008143,类型@-1,,2.5" x 5"
0,1008143,族@-1,,2.5" x 5"
0,1008143,类型 ID@-1,,2.5" x 5"
0,1008143,族与类型@-1,,2.5" x 5"
0,1008143,主体 ID@-1,,Exterior - Transparent
0,1008143,创建的阶段@14,,New Construction
0,1008143,标高@19,,L8
0,1008143,角度@19,0,
0,1008143,类型名称@0,,2.5" x 5"
0,1008143,厚度@3,0.42,
0,1008143,角竖梃@3,0,
0,1008143,边 2 上的宽度@1,0.1,
0,1008143,边 1 上的宽度@1,0.1,
0,1008143,偏移@19,-0.29,
0,1008144,长度@1,4.29,
0,1008144,标高@19,,L8
0,1008144,类型@-1,,2.5" x 5"
0,1008144,创建的阶段@14,,New Construction
0,1008144,面积@1,2.77,
0,1008144,体积@1,0.37,
0,1008144,主体 ID@-1,,Exterior - Transparent
0,1008144,族与类型@-1,,2.5" x 5"
0,1008144,族@-1,,2.5" x 5"
0,1008144,类型 ID@-1,,2.5" x 5"
0,1008144,角度@19,0,
0,1008144,类型名称@0,,2.5" x 5"
0,1008144,厚度@3,0.42,
0,1008144,角竖梃@3,0,
0,1008144,边 2 上的宽度@1,0.1,
0,1008144,边 1 上的宽度@1,0.1,
0,1008144,偏移@19,-0.29,
0,1008145,面积@1,2.77,
0,1008145,体积@1,0.37,
0,1008145,类型 ID@-1,,2.5" x 5"
0,1008145,标高@19,,L8
0,1008145,主体 ID@-1,,Exterior - Transparent
0,1008145,族与类型@-1,,2.5" x 5"
0,1008145,创建的阶段@14,,New Construction
0,1008145,族@-1,,2.5" x 5"
0,1008145,类型@-1,,2.5" x 5"
0,1008145,长度@1,4.29,
0,1008145,角度@19,0,
0,1008145,类型名称@0,,2.5" x 5"
0,1008145,厚度@3,0.42,
0,1008145,角竖梃@3,0,
0,1008145,边 2 上的宽度@1,0.1,
0,1008145,边 1 上的宽度@1,0.1,
0,1008145,偏移@19,-0.29,
0,1008146,创建的阶段@14,,New Construction
0,1008146,类型@-1,,2.5" x 5"
0,1008146,长度@1,9,
0,1008146,族与类型@-1,,2.5" x 5"
0,1008146,体积@1,0.78,
0,1008146,类型 ID@-1,,2.5" x 5"
0,1008146,族@-1,,2.5" x 5"
0,1008146,主体 ID@-1,,Exterior - Transparent
0,1008146,标高@19,,L8
0,1008146,面积@1,5.71,
0,1008146,角度@19,0,
0,1008146,类型名称@0,,2.5" x 5"
0,1008146,厚度@3,0.42,
0,1008146,角竖梃@3,0,
0,1008146,边 2 上的宽度@1,0.1,
0,1008146,边 1 上的宽度@1,0.1,
0,1008146,偏移@19,-0.29,
0,1008147,族@-1,,2.5" x 5"
0,1008147,面积@1,5.71,
0,1008147,体积@1,0.78,
0,1008147,族与类型@-1,,2.5" x 5"
0,1008147,类型@-1,,2.5" x 5"
0,1008147,类型 ID@-1,,2.5" x 5"
0,1008147,创建的阶段@14,,New Construction
0,1008147,主体 ID@-1,,Exterior - Transparent
0,1008147,长度@1,9,
0,1008147,标高@19,,L8
0,1008147,角度@19,0,
0,1008147,类型名称@0,,2.5" x 5"
0,1008147,厚度@3,0.42,
0,1008147,角竖梃@3,0,
0,1008147,边 2 上的宽度@1,0.1,
0,1008147,边 1 上的宽度@1,0.1,
0,1008147,偏移@19,-0.29,
0,1008148,族与类型@-1,,2.5" x 5"
0,1008148,体积@1,0.78,
0,1008148,类型@-1,,2.5" x 5"
0,1008148,创建的阶段@14,,New Construction
0,1008148,类型 ID@-1,,2.5" x 5"
0,1008148,主体 ID@-1,,Exterior - Transparent
0,1008148,标高@19,,L8
0,1008148,面积@1,5.71,
0,1008148,长度@1,9,
0,1008148,族@-1,,2.5" x 5"
0,1008148,角度@19,0,
0,1008148,类型名称@0,,2.5" x 5"
0,1008148,厚度@3,0.42,
0,1008148,角竖梃@3,0,
0,1008148,边 2 上的宽度@1,0.1,
0,1008148,边 1 上的宽度@1,0.1,
0,1008148,偏移@19,-0.29,
1,1008302,高度@1,9,
1,1008302,面积@1,41.44,
1,1008302,族@-1,,GLAZING
1,1008302,标高@19,,L8
1,1008302,宽度@1,4.6,
1,1008302,类型@-1,,GLAZING
1,1008302,类型 ID@-1,,GLAZING
1,1008302,主体 ID@-1,,Exterior - Transparent
1,1008302,族与类型@-1,,GLAZING
1,1008302,体积@1,3.45,
1,1008302,创建的阶段@14,,New Construction
1,1008302,厚度@1,0.08,
1,1008302,材质@5,,08_GLE-1 Vision Glass
1,1008302,分析构造@92,,<无>
1,1008302,偏移@19,-0.04,
1,1008302,类型名称@0,,GLAZING
1,1008304,高度@1,9,
1,1008304,主体 ID@-1,,Exterior - Transparent
1,1008304,类型 ID@-1,,GLAZING
1,1008304,面积@1,40.5,
1,1008304,族与类型@-1,,GLAZING
1,1008304,体积@1,3.38,
1,1008304,类型@-1,,GLAZING
1,1008304,标高@19,,L8
1,1008304,族@-1,,GLAZING
1,1008304,宽度@1,4.5,
1,1008304,创建的阶段@14,,New Construction
1,1008304,厚度@1,0.08,
1,1008304,材质@5,,08_GLE-1 Vision Glass
1,1008304,分析构造@92,,<无>
1,1008304,偏移@19,-0.04,
1,1008304,类型名称@0,,GLAZING
1,1008306,类型 ID@-1,,GLAZING
1,1008306,面积@1,40.5,
1,1008306,族与类型@-1,,GLAZING
1,1008306,宽度@1,4.5,
1,1008306,高度@1,9,
1,1008306,标高@19,,L8
1,1008306,主体 ID@-1,,Exterior - Transparent
1,1008306,族@-1,,GLAZING
1,1008306,创建的阶段@14,,New Construction
1,1008306,体积@1,3.38,
1,1008306,类型@-1,,GLAZING
1,1008306,厚度@1,0.08,
1,1008306,材质@5,,08_GLE-1 Vision Glass
1,1008306,分析构造@92,,<无>
1,1008306,偏移@19,-0.04,
1,1008306,类型名称@0,,GLAZING
1,1008308,主体 ID@-1,,Exterior - Transparent
1,1008308,标高@19,,L8
1,1008308,面积@1,41.44,
1,1008308,族与类型@-1,,GLAZING
1,1008308,高度@1,9,
1,1008308,创建的阶段@14,,New Construction
1,1008308,体积@1,3.45,
1,1008308,类型 ID@-1,,GLAZING
1,1008308,宽度@1,4.6,
1,1008308,族@-1,,GLAZING
1,1008308,类型@-1,,GLAZING
1,1008308,厚度@1,0.08,
1,1008308,材质@5,,08_GLE-1 Vision Glass
1,1008308,分析构造@92,,<无>
1,1008308,偏移@19,-0.04,
1,1008308,类型名称@0,,GLAZING
0,1008310,族与类型@-1,,2.5" x 5"
0,1008310,主体 ID@-1,,Exterior - Transparent
0,1008310,类型 ID@-1,,2.5" x 5"
0,1008310,族@-1,,2.5" x 5"
0,1008310,标高@19,,L8
0,1008310,创建的阶段@14,,New Construction
0,1008310,类型@-1,,2.5" x 5"
0,1008310,面积@1,2.77,
0,1008310,体积@1,0.37,
0,1008310,长度@1,4.29,
0,1008310,角度@19,0,
0,1008310,类型名称@0,,2.5" x 5"
0,1008310,厚度@3,0.42,
0,1008310,角竖梃@3,0,
0,1008310,边 2 上的宽度@1,0.1,
0,1008310,边 1 上的宽度@1,0.1,
0,1008310,偏移@19,-0.29,
0,1008311,面积@1,5.71,
0,1008311,族@-1,,2.5" x 5"
0,1008311,创建的阶段@14,,New Construction
0,1008311,类型@-1,,2.5" x 5"
0,1008311,体积@1,0.78,
0,1008311,族与类型@-1,,2.5" x 5"
0,1008311,长度@1,9,
0,1008311,主体 ID@-1,,Exterior - Transparent
0,1008311,类型 ID@-1,,2.5" x 5"
0,1008311,标高@19,,L8
0,1008311,角度@19,0,
0,1008311,类型名称@0,,2.5" x 5"
0,1008311,厚度@3,0.42,
0,1008311,角竖梃@3,0,
0,1008311,边 2 上的宽度@1,0.1,
0,1008311,边 1 上的宽度@1,0.1,
0,1008311,偏移@19,-0.29,
0,1008312,面积@1,5.71,
0,1008312,族与类型@-1,,2.5" x 5"
0,1008312,长度@1,9,
